quarters,name,region,number,min_salary,max_salary,avg_min_salary,avg_max_salary
3,Литейщик цветных металлов и сплавов,Тверская область,1,78000,117000
3,Литейщик цветных металлов и сплавов,Ленинградская область,2,24850,28000
3,Литейщик цветных металлов и сплавов,Омская область,2,25000,37500
3,Литейщик цветных металлов и сплавов,Иркутская область,4,25000,69750
3,Литейщик цветных металлов и сплавов,Самарская область,4,11280,30000
3,Литейщик цветных металлов и сплавов,Забайкальский край,2,40000,60000
3,Литейщик цветных металлов и сплавов,Красноярский край,12,18500,61888
3,Литейщик цветных металлов и сплавов,Курганская область,2,20000,25000
3,Литейщик цветных металлов и сплавов,г. Москва,4,19351,45000
3,Литейщик цветных металлов и сплавов,Волгоградская область,3,20000,30000
3,Литейщик цветных металлов и сплавов,Тамбовская область,2,19000,19000
3,Литейщик цветных металлов и сплавов,Ярославская область,2,28000,42000
3,Литейщик цветных металлов и сплавов,Курская область,5,12700,28000
3,Литейщик цветных металлов и сплавов,Мурманская область,2,39778,39778
3,Литейщик цветных металлов и сплавов,Ульяновская область,1,20000,20000
3,Специалист по производству глинозема,Республика Саха (Якутия),6,40000,98796
3,Специалист по производству глинозема,Калининградская область,18,18000,32250
3,Специалист по производству глинозема,Новосибирская область,9,18000,30000
3,Специалист по производству глинозема,Свердловская область,27,12000,52500
3,Специалист по производству глинозема,Республика Хакасия,2,18050,20000
3,Специалист по производству глинозема,г. Севастополь,2,20000,30000
3,Специалист по производству глинозема,Камчатский край,2,46000,50000
3,Специалист по производству глинозема,Саратовская область,5,16500,20000
3,Специалист по производству глинозема,Республика Башкортостан,31,13110,40000
3,Специалист по производству глинозема,Ростовская область,5,14300,30000
3,Специалист по производству глинозема,Ханты-Мансийский автономный округ - Югра,9,32000,60000
3,Специалист по производству глинозема,Ямало-Ненецкий автономный округ,7,28200,70500
3,Специалист по производству глинозема,Ставропольский край,5,13050,35000
3,Специалист по производству глинозема,Чувашская Республика,9,11280,30000
3,Специалист по производству глинозема,Нижегородская область,11,14500,37500
3,Специалист по производству глинозема,Воронежская область,2,11280,11280
3,Специалист по производству глинозема,Республика Мордовия,1,40000,60000
3,Специалист по производству глинозема,Вологодская область,1,15000,18000
3,Специалист по производству глинозема,Республика Татарстан,9,11280,45000
3,Специалист по производству глинозема,Челябинская область,6,13239,35000
3,Специалист по производству глинозема,Кемеровская область,25,14664,37500
3,Специалист по производству глинозема,Смоленская область,2,12000,12000
3,Специалист по производству глинозема,Владимирская область,1,30000,60000
3,Специалист по производству глинозема,Костромская область,5,15000,33000
3,Специалист по производству глинозема,Хабаровский край,15,20000,60000
3,Специалист по производству глинозема,Республика Марий Эл,2,15000,22500
3,Специалист по производству глинозема,Пензенская область,3,26000,56000
3,Специалист по производству глинозема,Республика Бурятия,2,20000,20000
3,Специалист по производству глинозема,Томская область,9,16920,73000
3,Специалист по производству глинозема,Новгородская область,4,14643,97500
3,Специалист по производству глинозема,Московская область,21,17600,60345
3,Специалист по производству глинозема,Белгородская область,8,20000,90000
3,Специалист по производству глинозема,Кировская область,6,15000,50000
3,Специалист по производству глинозема,Тверская область,2,30000,40000
3,Специалист по производству глинозема,Пермский край,25,11280,40000
3,Специалист по производству глинозема,Краснодарский край,22,11280,65000
3,Специалист по производству глинозема,Приморский край,52,16920,45000
3,Специалист по производству глинозема,Ленинградская область,8,15000,72000
3,Специалист по производству глинозема,Омская область,5,15000,18000
3,Специалист по производству глинозема,Иркутская область,14,135000,90000
3,Специалист по производству глинозема,Архангельская область,6,25000,60000
3,Специалист по производству глинозема,Самарская область,6,11280,30000
3,Специалист по производству глинозема,Забайкальский край,3,19200,50000
3,Специалист по производству глинозема,Ивановская область,1,35000,52500
3,Специалист по производству глинозема,Республика Крым,7,15000,37500
3,Специалист по производству глинозема,Красноярский край,21,135000,94500
3,Специалист по производству глинозема,Курганская область,2,15000,25500
3,Специалист по производству глинозема,г. Москва,8,25000,80000
3,Специалист по производству глинозема,Волгоградская область,1,30000,45000
3,Специалист по производству глинозема,Алтайский край,5,20000,28000
3,Специалист по производству глинозема,Астраханская область,7,12500,25000
3,Специалист по производству глинозема,Республика Коми,13,20304,97500
3,Специалист по производству глинозема,Республика Карелия,7,18612,45000
3,Специалист по производству глинозема,Тюменская область,5,15000,32000
3,Специалист по производству глинозема,Сахалинская область,14,25000,60000
3,Специалист по производству глинозема,Ярославская область,4,20000,30000
3,Специалист по производству глинозема,г. Санкт-Петербург,5,23000,37500
3,Специалист по производству глинозема,Курская область,4,12800,24000
3,Специалист по производству глинозема,Тульская область,9,17500,33000
3,Специалист по производству глинозема,Амурская область,3,21000,40500
3,Специалист по производству глинозема,Мурманская область,8,23800,50000
3,Специалист по производству глинозема,Ульяновская область,10,11500,28000
3,Резчик холодного металла,Новосибирская область,1,20000,25000
3,Резчик холодного металла,Свердловская область,12,13000,82500
3,Резчик холодного металла,Республика Ингушетия,2,12000,18000
3,Резчик холодного металла,Республика Башкортостан,4,20000,20000
3,Резчик холодного металла,Ростовская область,1,25000,25000
3,Резчик холодного металла,Калужская область,3,25000,52500
3,Резчик холодного металла,Чувашская Республика,3,19030,47000
3,Резчик холодного металла,Нижегородская область,5,15000,36500
3,Резчик холодного металла,Республика Мордовия,2,55000,82500
3,Резчик холодного металла,Вологодская область,9,16000,45000
3,Резчик холодного металла,Брянская область,1,65000,97500
3,Резчик холодного металла,Республика Татарстан,4,18000,30000
3,Резчик холодного металла,Челябинская область,7,12972,29000
3,Резчик холодного металла,Кемеровская область,5,20000,37500
3,Резчик холодного металла,Хабаровский край,2,25000,35000
3,Резчик холодного металла,Республика Марий Эл,1,17250,25875
3,Резчик холодного металла,Московская область,6,36000,54000
3,Резчик холодного металла,Белгородская область,5,20000,20000
3,Резчик холодного металла,Пермский край,3,12000,15000
3,Резчик холодного металла,Краснодарский край,2,13000,20000
3,Резчик холодного металла,Приморский край,2,25000,37500
3,Резчик холодного металла,Самарская область,2,25000,25000
3,Резчик холодного металла,Забайкальский край,4,35000,68107
3,Резчик холодного металла,Республика Крым,1,15000,22500
3,Резчик холодного металла,Красноярский край,4,70000,105000
3,Резчик холодного металла,г. Москва,1,70000,80000
3,Резчик холодного металла,Волгоградская область,1,27000,27000
3,Резчик холодного металла,г. Санкт-Петербург,4,35000,52500
3,Дозировщик агломерационной шихты,Свердловская область,3,18000,23000
3,Дозировщик агломерационной шихты,Республика Хакасия,2,20000,20000
3,Дозировщик агломерационной шихты,Ростовская область,2,19000,26000
3,Дозировщик агломерационной шихты,Калужская область,1,30000,45000
3,Дозировщик агломерационной шихты,Нижегородская область,3,32150,36000
3,Дозировщик агломерационной шихты,Республика Мордовия,5,20000,30150
3,Дозировщик агломерационной шихты,Челябинская область,3,23000,27000
3,Дозировщик агломерационной шихты,Владимирская область,2,16000,16000
3,Дозировщик агломерационной шихты,Новгородская область,1,15000,20000
3,Дозировщик агломерационной шихты,Пермский край,4,27000,32500
3,Дозировщик агломерационной шихты,Иркутская область,4,30000,49500
3,Наладчик-ремонтник промышленного оборудования в металлургии,Новосибирская область,2,38610,38610
3,Наладчик-ремонтник промышленного оборудования в металлургии,Свердловская область,15,20000,40000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Удмуртская Республика,7,24000,70000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Ростовская область,2,21000,21000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Калужская область,6,12500,30000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Ханты-Мансийский автономный округ - Югра,2,75000,80000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Ставропольский край,5,15000,34500
3,Наладчик-ремонтник промышленного оборудования в металлургии,Чувашская Республика,6,25000,47600
3,Наладчик-ремонтник промышленного оборудования в металлургии,Нижегородская область,2,30000,52500
3,Наладчик-ремонтник промышленного оборудования в металлургии,Вологодская область,2,13000,13000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Республика Татарстан,13,17443,45000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Кемеровская область,19,14664,60000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Владимирская область,7,20000,40000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Хабаровский край,1,29000,33000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Республика Марий Эл,2,20000,30000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Пензенская область,2,20000,20000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Томская область,2,24000,24000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Новгородская область,2,16000,20000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Белгородская область,2,18000,20000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Кировская область,19,15000,52500
3,Наладчик-ремонтник промышленного оборудования в металлургии,Краснодарский край,9,15500,45000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Приморский край,3,16920,32800
3,Наладчик-ремонтник промышленного оборудования в металлургии,Ленинградская область,2,37660,55000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Омская область,2,30000,45000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Иркутская область,5,18000,37500
3,Наладчик-ремонтник промышленного оборудования в металлургии,Архангельская область,2,25000,60000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Самарская область,5,18000,35000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Забайкальский край,2,25000,37500
3,Наладчик-ремонтник промышленного оборудования в металлургии,Ивановская область,4,15000,20000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Красноярский край,3,50000,75000
3,Наладчик-ремонтник промышленного оборудования в металлургии,г. Москва,4,39000,69000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Волгоградская область,3,20000,31000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Республика Коми,3,50000,75000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Тюменская область,3,35000,61500
3,Наладчик-ремонтник промышленного оборудования в металлургии,Сахалинская область,2,30000,30000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Ярославская область,10,19000,48000
3,Наладчик-ремонтник промышленного оборудования в металлургии,г. Санкт-Петербург,2,50000,75000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Ульяновская область,4,25000,30000
3,Наладчик-ремонтник промышленного оборудования в металлургии,Липецкая область,5,11865,20000
3,Оператор автоматизированного процесса производства алюминия,Новосибирская область,2,20000,20000
3,Оператор автоматизированного процесса производства алюминия,Свердловская область,1,25000,37500
3,Оператор автоматизированного процесса производства алюминия,Республика Хакасия,1,20000,25000
3,Оператор автоматизированного процесса производства алюминия,Калужская область,4,13340,5778
3,Оператор автоматизированного процесса производства алюминия,Псковская область,2,11280,16920
3,Оператор автоматизированного процесса производства алюминия,Брянская область,2,18000,40000
3,Оператор автоматизированного процесса производства алюминия,Челябинская область,2,20000,28000
3,Оператор автоматизированного процесса производства алюминия,Новгородская область,2,50000,75000
3,Оператор автоматизированного процесса производства алюминия,Московская область,4,30000,33000
3,Оператор автоматизированного процесса производства алюминия,Пермский край,1,27100,27100
3,Оператор автоматизированного процесса производства алюминия,Краснодарский край,2,15000,100000
3,Оператор автоматизированного процесса производства алюминия,Красноярский край,3,50000,50000
3,Оператор автоматизированного процесса производства алюминия,Ульяновская область,2,18080,18080
3,Анодчик в производстве алюминия,Челябинская область,14,14134,27000
3,Анодчик в производстве алюминия,Кемеровская область,3,29300,64050
3,Анодчик в производстве алюминия,Владимирская область,2,20000,20000
3,Анодчик в производстве алюминия,Костромская область,2,20000,30000
3,Анодчик в производстве алюминия,Московская область,4,30000,57000
3,Анодчик в производстве алюминия,Пермский край,1,20000,20000
3,Анодчик в производстве алюминия,Омская область,1,70000,100000
3,Анодчик в производстве алюминия,Иркутская область,5,25000,76500
3,Анодчик в производстве алюминия,Красноярский край,2,51949,77923
3,Анодчик в производстве алюминия,Курганская область,2,12972,19458
3,Анодчик в производстве алюминия,Волгоградская область,2,18000,25000
3,Анодчик в производстве алюминия,Мурманская область,4,42058,42058
3,Анодчик в производстве алюминия,Ульяновская область,1,70000,100000
3,Инженер-технолог в металлургическом производстве,Республика Саха (Якутия),65,120000,97500
3,Инженер-технолог в металлургическом производстве,Калининградская область,80,12500,60000
3,Инженер-технолог в металлургическом производстве,Новосибирская область,84,14100,58000
3,Инженер-технолог в металлургическом производстве,Свердловская область,313,12972,90000
3,Инженер-технолог в металлургическом производстве,Республика Хакасия,12,18048,50000
3,Инженер-технолог в металлургическом производстве,Магаданская область,4,200000,60000
3,Инженер-технолог в металлургическом производстве,Республика Ингушетия,6,11300,45000
3,Инженер-технолог в металлургическом производстве,Удмуртская Республика,56,12972,82500
3,Инженер-технолог в металлургическом производстве,г. Севастополь,9,16400,52500
3,Инженер-технолог в металлургическом производстве,Камчатский край,9,29328,80000
3,Инженер-технолог в металлургическом производстве,Саратовская область,323,11280,48280
3,Инженер-технолог в металлургическом производстве,Республика Башкортостан,194,12972,50000
3,Инженер-технолог в металлургическом производстве,Ростовская область,143,11280,50000
3,Инженер-технолог в металлургическом производстве,Калужская область,64,11514,67500
3,Инженер-технолог в металлургическом производстве,Еврейская автономная область,43,18048,67500
3,Инженер-технолог в металлургическом производстве,Карачаево-Черкесская Республика,3,11280,50000
3,Инженер-технолог в металлургическом производстве,Республика Дагестан,1,20000,30000
3,Инженер-технолог в металлургическом производстве,Ханты-Мансийский автономный округ - Югра,26,13000,70500
3,Инженер-технолог в металлургическом производстве,Ямало-Ненецкий автономный округ,21,116000,70000
3,Инженер-технолог в металлургическом производстве,Ставропольский край,97,12000,90000
3,Инженер-технолог в металлургическом производстве,Псковская область,29,11280,75000
3,Инженер-технолог в металлургическом производстве,Рязанская область,54,11280,75000
3,Инженер-технолог в металлургическом производстве,Чувашская Республика,70,11280,52500
3,Инженер-технолог в металлургическом производстве,Нижегородская область,180,11280,90000
3,Инженер-технолог в металлургическом производстве,Воронежская область,145,11280,84000
3,Инженер-технолог в металлургическом производстве,Республика Мордовия,38,12000,60000
3,Инженер-технолог в металлургическом производстве,Вологодская область,33,13800,60000
3,Инженер-технолог в металлургическом производстве,Брянская область,58,12000,63000
3,Инженер-технолог в металлургическом производстве,Оренбургская область,68,12972,62239
3,Инженер-технолог в металлургическом производстве,Республика Адыгея,9,11300,45000
3,Инженер-технолог в металлургическом производстве,Республика Татарстан,157,12000,78000
3,Инженер-технолог в металлургическом производстве,Челябинская область,197,12972,50850
3,Инженер-технолог в металлургическом производстве,Кемеровская область,120,14664,90031
3,Инженер-технолог в металлургическом производстве,Смоленская область,48,11280,33942
3,Инженер-технолог в металлургическом производстве,Владимирская область,171,11280,65000
3,Инженер-технолог в металлургическом производстве,Костромская область,22,11280,60000
3,Инженер-технолог в металлургическом производстве,Хабаровский край,60,16900,90000
3,Инженер-технолог в металлургическом производстве,Республика Марий Эл,41,11280,75000
3,Инженер-технолог в металлургическом производстве,Пензенская область,67,11280,60000
3,Инженер-технолог в металлургическом производстве,Республика Бурятия,15,15000,60000
3,Инженер-технолог в металлургическом производстве,Томская область,21,14664,50000
3,Инженер-технолог в металлургическом производстве,Новгородская область,30,15900,90000
3,Инженер-технолог в металлургическом производстве,Московская область,282,125000,97500
3,Инженер-технолог в металлургическом производстве,Белгородская область,104,15000,90000
3,Инженер-технолог в металлургическом производстве,Кировская область,56,11280,75000
3,Инженер-технолог в металлургическом производстве,Тверская область,82,11280,65000
3,Инженер-технолог в металлургическом производстве,Чеченская Республика,4,12420,21778
3,Инженер-технолог в металлургическом производстве,Пермский край,187,12000,50000
3,Инженер-технолог в металлургическом производстве,Краснодарский край,114,11565,80000
3,Инженер-технолог в металлургическом производстве,Приморский край,208,16920,82500
3,Инженер-технолог в металлургическом производстве,Ленинградская область,115,118073,90000
3,Инженер-технолог в металлургическом производстве,Республика Северная Осетия-Алания,32,12000,25000
3,Инженер-технолог в металлургическом производстве,Кабардино-Балкарская Республика,7,11280,60000
3,Инженер-технолог в металлургическом производстве,Омская область,40,12980,70000
3,Инженер-технолог в металлургическом производстве,Иркутская область,51,18000,84750
3,Инженер-технолог в металлургическом производстве,Архангельская область,34,19176,60000
3,Инженер-технолог в металлургическом производстве,Самарская область,132,11280,52500
3,Инженер-технолог в металлургическом производстве,Забайкальский край,56,16920,60000
3,Инженер-технолог в металлургическом производстве,Ивановская область,37,11280,52500
3,Инженер-технолог в металлургическом производстве,Республика Крым,29,11280,45000
3,Инженер-технолог в металлургическом производстве,Красноярский край,116,18048,97500
3,Инженер-технолог в металлургическом производстве,Республика Алтай,6,18000,34500
3,Инженер-технолог в металлургическом производстве,Курганская область,44,12972,48300
3,Инженер-технолог в металлургическом производстве,Орловская область,21,17510,75000
3,Инженер-технолог в металлургическом производстве,г. Москва,122,20000,90000
3,Инженер-технолог в металлургическом производстве,Волгоградская область,106,11280,90000
3,Инженер-технолог в металлургическом производстве,Алтайский край,66,14950,75000
3,Инженер-технолог в металлургическом производстве,Астраханская область,12,11280,93000
3,Инженер-технолог в металлургическом производстве,Тамбовская область,27,11280,52500
3,Инженер-технолог в металлургическом производстве,Республика Коми,29,100000,90000
3,Инженер-технолог в металлургическом производстве,Республика Карелия,4,17500,35000
3,Инженер-технолог в металлургическом производстве,Тюменская область,33,15000,56000
3,Инженер-технолог в металлургическом производстве,Сахалинская область,38,23688,75000
3,Инженер-технолог в металлургическом производстве,Республика Тыва,5,15000,40000
3,Инженер-технолог в металлургическом производстве,Ярославская область,101,105000,75000
3,Инженер-технолог в металлургическом производстве,г. Санкт-Петербург,229,18000,90000
3,Инженер-технолог в металлургическом производстве,Курская область,23,11280,54000
3,Инженер-технолог в металлургическом производстве,Тульская область,264,13520,90000
3,Инженер-технолог в металлургическом производстве,Амурская область,91,18000,60000
3,Инженер-технолог в металлургическом производстве,Мурманская область,32,23000,60000
3,Инженер-технолог в металлургическом производстве,Ульяновская область,88,11280,55000
3,Инженер-технолог в металлургическом производстве,Липецкая область,66,12000,45000
3,Обработчик поверхностных пороков металла,Калининградская область,1,12500,18750
3,Обработчик поверхностных пороков металла,Новосибирская область,2,20000,23000
3,Обработчик поверхностных пороков металла,Свердловская область,2,21000,40000
3,Обработчик поверхностных пороков металла,г. Севастополь,2,20646,35236
3,Обработчик поверхностных пороков металла,Ростовская область,5,18700,25000
3,Обработчик поверхностных пороков металла,Нижегородская область,5,30881,33000
3,Обработчик поверхностных пороков металла,Оренбургская область,4,12972,22425
3,Обработчик поверхностных пороков металла,Челябинская область,11,15000,27000
3,Обработчик поверхностных пороков металла,Пензенская область,2,13000,19500
3,Обработчик поверхностных пороков металла,Новгородская область,5,15000,37500
3,Обработчик поверхностных пороков металла,Московская область,1,25000,37500
3,Обработчик поверхностных пороков металла,Краснодарский край,3,12000,25000
3,Обработчик поверхностных пороков металла,Ленинградская область,3,25000,37500
3,Обработчик поверхностных пороков металла,г. Москва,8,19000,19000
3,Обработчик поверхностных пороков металла,Волгоградская область,7,16500,43012
3,Обработчик поверхностных пороков металла,г. Санкт-Петербург,1,42000,63000
3,Специалист по производству метизов,Республика Башкортостан,2,20000,20000
3,Специалист по производству метизов,Челябинская область,2,,
3,Специалист по производству метизов,Приморский край,1,55000,55000
3,Специалист по производству метизов,Волгоградская область,2,15000,20000
3,Специалист по производству метизов,Алтайский край,2,77000,77000
3,Специалист по производству метизов,Тульская область,2,35000,40000
3,Волочильщик,Республика Саха (Якутия),61,24816,90000
3,Волочильщик,Калининградская область,12,12500,45000
3,Волочильщик,Новосибирская область,157,14100,70000
3,Волочильщик,Свердловская область,203,12000,70000
3,Волочильщик,Магаданская область,1,50000,50000
3,Волочильщик,Удмуртская Республика,121,16000,97500
3,Волочильщик,г. Севастополь,8,17000,45000
3,Волочильщик,Камчатский край,3,108000,53000
3,Волочильщик,Саратовская область,2,40000,67500
3,Волочильщик,Республика Башкортостан,14,108900,90000
3,Волочильщик,Ростовская область,74,11280,48000
3,Волочильщик,Калужская область,98,11514,75000
3,Волочильщик,Карачаево-Черкесская Республика,2,16000,16000
3,Волочильщик,Республика Дагестан,1,11280,11280
3,Волочильщик,Ханты-Мансийский автономный округ - Югра,124,13953,95000
3,Волочильщик,Ямало-Ненецкий автономный округ,61,27908,95000
3,Волочильщик,Ставропольский край,34,11280,47400
3,Волочильщик,Псковская область,10,20000,45000
3,Волочильщик,Рязанская область,66,11280,60000
3,Волочильщик,Чувашская Республика,91,11280,52500
3,Волочильщик,Нижегородская область,156,11280,75000
3,Волочильщик,Вологодская область,145,13000,70000
3,Волочильщик,Брянская область,87,11280,54000
3,Волочильщик,Оренбургская область,18,15000,60000
3,Волочильщик,Республика Адыгея,11,12800,45000
3,Волочильщик,Республика Татарстан,315,12000,90000
3,Волочильщик,Кемеровская область,170,14664,80000
3,Волочильщик,Смоленская область,48,11280,70000
3,Волочильщик,Владимирская область,29,15000,55000
3,Волочильщик,Костромская область,5,24000,45500
3,Волочильщик,Хабаровский край,38,14664,70000
3,Волочильщик,Республика Марий Эл,25,11280,70000
3,Волочильщик,Пензенская область,100,13500,51000
3,Волочильщик,Республика Бурятия,50,13536,36000
3,Волочильщик,Томская область,99,14664,60000
3,Волочильщик,Новгородская область,11,16000,37500
3,Волочильщик,Московская область,11,30000,78650
3,Волочильщик,Белгородская область,32,16375,85500
3,Волочильщик,Кировская область,235,11280,75000
3,Волочильщик,Тверская область,17,11280,50000
3,Волочильщик,Краснодарский край,169,11565,70000
3,Волочильщик,Приморский край,137,14664,80000
3,Волочильщик,Ленинградская область,84,100000,80000
3,Волочильщик,Кабардино-Балкарская Республика,3,11280,24000
3,Волочильщик,Омская область,58,12972,78000
3,Волочильщик,Иркутская область,205,14700,87000
3,Волочильщик,Архангельская область,46,20000,80000
3,Волочильщик,Самарская область,121,11280,60000
3,Волочильщик,Забайкальский край,72,16920,46500
3,Волочильщик,Ивановская область,38,11280,50000
3,Волочильщик,Республика Крым,2,15000,22500
3,Волочильщик,Красноярский край,207,18048,97500
3,Волочильщик,Курганская область,41,12972,57000
3,Волочильщик,Орловская область,42,12000,60000
3,Волочильщик,г. Москва,168,15000,80000
3,Волочильщик,Волгоградская область,103,108900,82500
3,Волочильщик,Алтайский край,104,12972,75000
3,Волочильщик,Астраханская область,25,13000,70000
3,Волочильщик,Тамбовская область,56,12400,47100
3,Волочильщик,Республика Коми,65,19176,80000
3,Волочильщик,Республика Карелия,19,20000,45000
3,Волочильщик,Тюменская область,44,13043,70000
3,Волочильщик,Сахалинская область,89,24000,75000
3,Волочильщик,Ярославская область,51,14000,60000
3,Волочильщик,г. Санкт-Петербург,14,38700,90000
3,Волочильщик,Курская область,81,11280,60000
3,Волочильщик,Тульская область,56,13520,60000
3,Волочильщик,Мурманская область,31,25000,97500
3,Волочильщик,Ульяновская область,66,11300,55000
3,Волочильщик,Липецкая область,2,11280,16920
3,Специалист по электросталеплавильному производству,Калининградская область,1,11500,17250
3,Специалист по электросталеплавильному производству,Удмуртская Республика,1,30000,45000
3,Специалист по электросталеплавильному производству,Саратовская область,3,13000,13000
3,Специалист по электросталеплавильному производству,Республика Башкортостан,2,22000,45000
3,Специалист по электросталеплавильному производству,Калужская область,2,,
